IT1532A;2020 non disponibile;PIEMONTE
IT1518A;Pochi_anni_validi (5);PIEMONTE
IT1529A;2020 non completo;PIEMONTE
IT1523A;Pochi_anni_validi (6);PIEMONTE
IT1114A;2020 non disponibile;PIEMONTE
IT1125A;Pochi_anni_validi (6);PIEMONTE
IT1877A;2020 non disponibile;PIEMONTE
IT2116A;Pochi_anni_validi (4);PIEMONTE
IT1676A;Pochi_anni_validi (6);PIEMONTE
IT1903A;2020 non completo;PIEMONTE
IT1948A;2020 non disponibile;PIEMONTE
IT1830A;2020 non completo;PIEMONTE
IT1246A;2020 non disponibile;PIEMONTE
IT2128A;Pochi_anni_validi (5);PIEMONTE
IT0469A;2020 non completo;PIEMONTE
IT0470A;Pochi_anni_validi (6);PIEMONTE
IT1128A;2020 non completo;PIEMONTE
IT1247A;Pochi_anni_validi (6);PIEMONTE
IT1582A;Nessun_Anno_Valida_2013_2019;PIEMONTE
IT1878A;2020 non completo;PIEMONTE
IT2117A;Pochi_anni_validi (5);PIEMONTE
IT2168A;Pochi_anni_validi (5);PIEMONTE
IT2282A;Nessun_Anno_Valida_2013_2019;PIEMONTE
IT1510A;2020 non disponibile;PIEMONTE
IT1963A;Pochi_anni_validi (5);PIEMONTE
IT2121A;Pochi_anni_validi (6);PIEMONTE
IT2119A;Pochi_anni_validi (4);PIEMONTE
IT2102A;Pochi_anni_validi (6);PIEMONTE
IT1509A;2020 non disponibile;PIEMONTE
IT1519A;Pochi_anni_validi (6);PIEMONTE
IT1847A;2020 non disponibile;PIEMONTE
IT1961A;Pochi_anni_validi (5);PIEMONTE
IT2101A;Pochi_anni_validi (6);PIEMONTE
IT2118A;Pochi_anni_validi (5);PIEMONTE
IT2104A;Pochi_anni_validi (4);PIEMONTE
IT0977A;2020 non disponibile;VALLE_AOSTA
IT2178A;NessunaStagioneValida;VALLE_AOSTA
IT2179A;NessunaStagioneValida;VALLE_AOSTA
IT1976A;Nessun_Anno_Valida_2013_2019;VALLE_AOSTA
IT2234A;Pochi_anni_validi (4);VALLE_AOSTA
IT2284A;Pochi_anni_validi (3);VALLE_AOSTA
IT0980A;Pochi_anni_validi (6);VALLE_AOSTA
IT0979A;Pochi_anni_validi (1);VALLE_AOSTA
IT2267A;NessunaStagioneValida;VALLE_AOSTA
IT0978A;Pochi_anni_validi (1);VALLE_AOSTA
IT1725A;Pochi_anni_validi (2);VALLE_AOSTA
IT2266A;Nessun_Anno_Valida_2013_2019;VALLE_AOSTA
IT0908A;2020 non disponibile;LOMBARDIA
IT1190A;2020 non disponibile;LOMBARDIA
IT0706A;Pochi_anni_validi (5);LOMBARDIA
IT0593A;Pochi_anni_validi (4);LOMBARDIA
IT0592A;Pochi_anni_validi (5);LOMBARDIA
IT0480A;Pochi_anni_validi (6);LOMBARDIA
IT0705A;Pochi_anni_validi (6);LOMBARDIA
IT1290A;Pochi_anni_validi (2);LOMBARDIA
IT1294A;Pochi_anni_validi (6);LOMBARDIA
IT0707A;Pochi_anni_validi (6);LOMBARDIA
IT1463A;2020 non disponibile;LOMBARDIA
IT1464A;Pochi_anni_validi (6);LOMBARDIA
IT1876A;2020 non disponibile;LOMBARDIA
IT2062A;2020 non disponibile;LOMBARDIA
IT0742A;2020 non disponibile;LOMBARDIA
IT0740A;2020 non disponibile;LOMBARDIA
IT1385A;2020 non disponibile;LOMBARDIA
IT1737A;Pochi_anni_validi (6);LOMBARDIA
IT0692A;Pochi_anni_validi (4);LOMBARDIA
IT1736A;2020 non disponibile;LOMBARDIA
IT2079A;2020 non disponibile;LOMBARDIA
IT0840A;2020 non disponibile;LOMBARDIA
IT2063A;Pochi_anni_validi (6);LOMBARDIA
IT1392A;2020 non disponibile;LOMBARDIA
IT1865A;2020 non disponibile;LOMBARDIA
IT1812A;Pochi_anni_validi (3);LOMBARDIA
IT2014A;2020 non disponibile;LOMBARDIA
IT1288A;Pochi_anni_validi (6);LOMBARDIA
IT1964A;2020 non disponibile;LOMBARDIA
IT0477A;2020 non completo;LOMBARDIA
IT0709A;2020 non completo;LOMBARDIA
IT1153A;2020 non completo;LOMBARDIA
IT1743A;Pochi_anni_validi (6);LOMBARDIA
IT1967A;Pochi_anni_validi (6);LOMBARDIA
IT2098A;Pochi_anni_validi (2);LOMBARDIA
IT1873A;2020 non disponibile;LOMBARDIA
IT1648A;2020 non disponibile;LOMBARDIA
IT1203A;2020 non disponibile;LOMBARDIA
IT1792A;Pochi_anni_validi (6);LOMBARDIA
